path	translation	split
common_voice_cy_17889722.mp3	Who is Father Christmas?	test_dup
common_voice_cy_17889724.mp3	The winner will be invited to become a member of the Gorsedd.	test_dup
common_voice_cy_17889725.mp3	Here you are.	train_covost
common_voice_cy_17889731.mp3	How much more do you need to raise to have the party?	test_dup
common_voice_cy_17889732.mp3	The internet connection has broken.	train_covost
common_voice_cy_17889733.mp3	But she was broken into three pieces on the rocks.	test_dup
common_voice_cy_17889734.mp3	In three quarters of an hour.	dev_dup
common_voice_cy_17889735.mp3	Do you have the place’s phone number?	dev_dup
common_voice_cy_17889739.mp3	Who was Hedd Wyn?	test_dup
common_voice_cy_17889740.mp3	But she has no objection to anyone having any religion.	test_dup
common_voice_cy_17889741.mp3	You're wrong about that because I went yesterday and it takes quite a while to get to the house.	test_dup
common_voice_cy_18147153.mp3	The job is somewhere in France so that she can learn French.	dev_dup
common_voice_cy_18147156.mp3	Here’s my sister holding the baby.	test_covost
common_voice_cy_18147158.mp3	I haven't started closing for the day yet.	dev_dup
common_voice_cy_18147163.mp3	Is there something missing from the four bullet points?	test_covost
common_voice_cy_18147164.mp3	We saw everything that was obvious across the field.	dev_dup
common_voice_cy_18147165.mp3	That is exactly what happened last week.	test_covost
common_voice_cy_18147166.mp3	At what time will the next bus pass?	test_covost
common_voice_cy_18147167.mp3	I’ve lost my ticket.	test_covost
common_voice_cy_18147173.mp3	What is an Eisteddfod chair?	test_covost
common_voice_cy_18147174.mp3	I think I've missed the last chance to call on them now.	test_covost
common_voice_cy_18147175.mp3	Waiting to hear the girl’s mother’s song on the radio would be best.	dev_dup
common_voice_cy_18147176.mp3	We even have lots of friends from elsewhere.	dev_dup
common_voice_cy_18147177.mp3	She needs to practice for at least a year and then start thinking about passing the test.	test_covost
common_voice_cy_18147178.mp3	It wasn't fair, do you remember them having to leave last year?	test_covost
common_voice_cy_18147179.mp3	I have a cat.	test_covost
common_voice_cy_18147181.mp3	The Dragons were two goals ahead at the turn, and that’s how it was.	test_covost
common_voice_cy_18147182.mp3	There's no other shower in the house but that's not a big problem.	dev_dup
common_voice_cy_18147188.mp3	Is that why you're crying?	test_covost
common_voice_cy_18147189.mp3	The money needs to be looked at in more detail.	test_covost
common_voice_cy_18147190.mp3	I get on with the job without taking holidays over Christmas.	test_covost
common_voice_cy_18147191.mp3	I told him off.	dev_dup
common_voice_cy_18147192.mp3	She has big news for him and the whole family.	test_covost
common_voice_cy_18246028.mp3	It would be necessary to go down to the shop on the bus to arrive in time.	test_covost
common_voice_cy_18246029.mp3	He needs to be in hospital on time on Tuesday.	dev_dup
common_voice_cy_18246030.mp3	No it's fine, nobody except mum noticed it until you came.	test_covost
common_voice_cy_18246031.mp3	Not that one - the other.	dev_dup
common_voice_cy_18246032.mp3	Waiting to hear the girl’s mother’s song on the radio would be best.	dev_dup
common_voice_cy_18246033.mp3	You certainly can't see underwater so you need to keep trying.	test_covost
common_voice_cy_18246034.mp3	It was a difficult time with the rough wind that was fighting with the trees.	dev_dup
common_voice_cy_18246035.mp3	It's a bit cold today so hopefully you have coats.	test_covost
common_voice_cy_18246036.mp3	Yes, staying with us by the sea is a terrible idea for someone who's afraid of a storm.	dev_dup
common_voice_cy_18246037.mp3	The Dragons were two goals ahead at the turn, and that’s how it was.	test_covost
common_voice_cy_18246038.mp3	We'd better go home now before the program goes live at nine o'clock.	test_covost
common_voice_cy_18246039.mp3	I don’t understand.	test_covost
common_voice_cy_18246041.mp3	There’s a need to go fast like this.	dev_dup
common_voice_cy_18246057.mp3	Do you need to sit down?	test_covost
common_voice_cy_18246059.mp3	We saw her and she is really sick with a nasty cold.	dev_dup
common_voice_cy_18246060.mp3	He didn’t take pictures before finishing his work.	test_covost
common_voice_cy_18246061.mp3	No, no one came forward at seven o'clock on Tuesday.	test_covost
common_voice_cy_18246074.mp3	I went there and there's quite a bit of everyone's history available.	test_covost
common_voice_cy_18246075.mp3	I don't know if you want to sell everything over the whole two weeks.	test_covost
common_voice_cy_18246076.mp3	She will need to have the same information in order to understand everything fully.	test_covost
common_voice_cy_18246084.mp3	It's only Tuesday today so no complaining on the course.	dev_dup
common_voice_cy_18246086.mp3	I haven't started closing for the day yet.	dev_dup
common_voice_cy_19074783.mp3	What’s the weather tomorrow?	dev_dup
common_voice_cy_19074784.mp3	Bob Dylan, Bryn Fôn, Caryl Parry Jones	test_covost
common_voice_cy_19074804.mp3	This is her husband.	test_covost
common_voice_cy_19074805.mp3	The sooner you start the sooner you finish.	dev_dup
common_voice_cy_19074822.mp3	Who is Father Christmas?	train_dup
common_voice_cy_19074824.mp3	He wasn’t going to let me go easily.	dev_dup
common_voice_cy_19074830.mp3	What are the criteria to measure the success of the project?	dev_dup
common_voice_cy_19074832.mp3	It’s foggy.	test_covost
common_voice_cy_19074835.mp3	Call me if you find anything.	test_covost
common_voice_cy_19074839.mp3	There is reason to believe he was playing with a petrol engine when he was killed.	train_dup
common_voice_cy_19074854.mp3	Where did you go to school?	test_covost
common_voice_cy_19074855.mp3	What happens if rules are broken?	test_covost
common_voice_cy_19074856.mp3	Above all the right to leave is the criterion of sovereignty.	test_covost
common_voice_cy_19074873.mp3	a little, lap, from, Huw, to, them, to be, there will be	dev_dup
common_voice_cy_19074882.mp3	What is an Eisteddfod chair?	dev_dup
common_voice_cy_19074887.mp3	Hunger is the best sauce.	test_covost
common_voice_cy_19074912.mp3	How many children don’t like hockey and swimming?	train_dup
common_voice_cy_19074913.mp3	What’s the difference between input and output?	train_dup
common_voice_cy_19074914.mp3	Do you mind?	test_covost
common_voice_cy_19074932.mp3	Nobody else was injured in the incident.	dev_dup
common_voice_cy_19074933.mp3	How much is a stamp to Ireland?	test_covost
common_voice_cy_19074934.mp3	This is my wife.	dev_dup
common_voice_cy_19074935.mp3	One unexpected way in which some envision the use of this mapping is in the area of policy.	test_covost
common_voice_cy_19014054.mp3	English was the language of the home as her mother could not speak the language.	dev_dup
common_voice_cy_19014055.mp3	They got a job at home in a hotel with me.	test_dup
common_voice_cy_19014057.mp3	Play slow music	train
common_voice_cy_19014060.mp3	Do I have enough money to order a drink and one fruit?	dev_dup
common_voice_cy_19014107.mp3	vodka, Trefhedyn, biography, remember, boar, borrow, echo, Griffiths	dev_dup
common_voice_cy_19014108.mp3	Surely we have something for him here somewhere.	train_covost
common_voice_cy_19014109.mp3	A number of prison officers were killed and parts of the prisons were damaged.	dev_dup
common_voice_cy_19014110.mp3	What’s the weather tomorrow?	dev_dup
common_voice_cy_19014111.mp3	Give a proverb	test_dup
common_voice_cy_19014132.mp3	government, but, that is, bishop, arrive, and being, course, cars	test_dup
common_voice_cy_19014133.mp3	There are two bedrooms.	test_dup
common_voice_cy_19014135.mp3	Remember to say if this gets boring.	dev_dup
common_voice_cy_19014137.mp3	I feel a lot better.	dev_dup
common_voice_cy_19253733.mp3	He’s talented.	test_dup
common_voice_cy_19253752.mp3	Magdalen, giants, bean, wounds, Puw, gypsy, less, Fronhaul	test_dup
common_voice_cy_19253753.mp3	Is anyone available to help in their place?	dev_dup
common_voice_cy_19253774.mp3	Lecwith, Russian, maximum, fuscia, (my) head, mates, others, places	train_covost
common_voice_cy_19253788.mp3	No thanks.	train_covost
common_voice_cy_19253790.mp3	It’s late, is there a lot of the list we didn’t finish last night left?	test_dup
common_voice_cy_19253791.mp3	A person standing nearby was also shot.	dev_dup
common_voice_cy_19253869.mp3	Yes.	dev_dup
common_voice_cy_19254069.mp3	To start, I’d like a green salad.	train_covost
common_voice_cy_19254070.mp3	Hunger is the best sauce.	test_dup
common_voice_cy_18894224.mp3	Are you a teacher?	dev_dup
common_voice_cy_18894225.mp3	It was a good game.	train_covost
common_voice_cy_18894226.mp3	I’ve seen that already.	test_dup
common_voice_cy_18894227.mp3	What were the most interesting facts to you and why?	dev_dup
common_voice_cy_18894228.mp3	class, each, to be big, us, the school, second century, around, not	dev_dup
common_voice_cy_18894229.mp3	What is your opinion on how police officers view child protection units?	test_dup
common_voice_cy_18894230.mp3	It is twenty to two.	test_dup
common_voice_cy_18894231.mp3	It’s warm.	train_covost
common_voice_cy_18894232.mp3	I’m scared of dogs.	dev_dup
common_voice_cy_18894234.mp3	Like to like	dev_dup
common_voice_cy_18894235.mp3	I do not intend to be in Cardiff over the holidays.	test_dup
common_voice_cy_18894236.mp3	What is Welsh language Wikipedia?	dev_dup
common_voice_cy_18894237.mp3	Food and drink needs to be arranged for the practice at seven.	dev_dup
common_voice_cy_18894718.mp3	At what time will the next train leave?	test_dup
common_voice_cy_18894719.mp3	It’s raining.	train
common_voice_cy_18894721.mp3	The two are old friends ever since they were boys.	test_dup
common_voice_cy_18894722.mp3	I’m not sure which way it was to their house.	train
common_voice_cy_18894723.mp3	Time will tell.	test_dup
common_voice_cy_18894730.mp3	How strange to teach Welsh history to the first set over two and a half years.	train_covost
common_voice_cy_18894731.mp3	I don’t understand.	train_covost
common_voice_cy_18894732.mp3	Remember this is what you started selling to us.	dev_dup
common_voice_cy_18894733.mp3	Maxen	test_dup
common_voice_cy_18894734.mp3	I’m a student.	dev_dup
common_voice_cy_19005487.mp3	Llanfairpwll causing trouble and more on the live stream.	test_covost
common_voice_cy_19005489.mp3	We wanted to give them to people that were performing.	dev_dup
common_voice_cy_19005490.mp3	I'd like to see if it’s possible can remind her of the old pictures.	test_covost
common_voice_cy_19005491.mp3	The bus will be late.	train_dup
common_voice_cy_19005492.mp3	My cry was answered by the Eisteddfod in the form of bars on the ground.	test_covost
common_voice_cy_19005493.mp3	I’m ill.	dev_dup
common_voice_cy_19005494.mp3	Tell her I have plenty of friends thank you very much.	test_covost
common_voice_cy_19005495.mp3	I’m very fond of running.	train_dup
common_voice_cy_19005496.mp3	But since about a year large charities have not been receiving grants.	test_covost
common_voice_cy_19013988.mp3	He’ll be late.	train_dup
common_voice_cy_19013989.mp3	He hit the man several times through the car window.	dev_dup
common_voice_cy_19013990.mp3	But there is no delay in the area at the moment.	dev_dup
common_voice_cy_19013991.mp3	Where are the toilets, please?	test_covost
common_voice_cy_19013992.mp3	Do you smoke?	test_covost
common_voice_cy_19013997.mp3	What was the Aberfan disaster?	test_covost
common_voice_cy_19013998.mp3	It’s late, is there a lot of the list we didn’t finish last night left?	test_covost
common_voice_cy_19013999.mp3	Will it be Tuesday tomorrow?	test_covost
common_voice_cy_19014000.mp3	He was telling lies so I’m working from home today to keep watch.	dev_dup
common_voice_cy_19014001.mp3	Can you think of more adjectives?	test_covost
common_voice_cy_19014002.mp3	Welsh, Richard Elfyn, Rhodri Morgan	test_covost
common_voice_cy_19014003.mp3	Who was Owain Glyndŵr?	test_covost
common_voice_cy_19014004.mp3	Gareth F. Williams, Gaynor Morgan Rees, Gerallt Lloyd Owen	test_covost
common_voice_cy_19014006.mp3	The dialect of the north is easy to understand.	test_covost
common_voice_cy_17775882.mp3	Do any adults in the family work?	test_dup
common_voice_cy_17775883.mp3	Do you sell Welsh language books?	test_dup
common_voice_cy_17775885.mp3	What is Welsh language Wikipedia?	dev_dup
common_voice_cy_17775886.mp3	Who was T. Llew Jones?	dev_dup
common_voice_cy_17775887.mp3	The truth is, I didn't come before because the food was odd.	test_dup
common_voice_cy_18116492.mp3	Be careful not to buy a pig in a poke.	train_covost
common_voice_cy_18116493.mp3	Where is the hospital?	dev_dup
common_voice_cy_18116494.mp3	Five euros, please.	test_dup
common_voice_cy_18116495.mp3	Is breakfast included?	test_dup
common_voice_cy_18116496.mp3	What is the measurement of the resource below in blocks?	test_dup
common_voice_cy_18999355.mp3	Will it be Tuesday tomorrow?	test_dup
common_voice_cy_18999356.mp3	There are already eight people in custody on suspicion of attempted murder.	dev_dup
common_voice_cy_18999357.mp3	My favorite subject is History.	train
common_voice_cy_18999358.mp3	I think they gave him every chance.	dev_dup
common_voice_cy_18999359.mp3	I am Siôn.	test_dup
common_voice_cy_18999361.mp3	I will phone her back tomorrow.	test_dup
common_voice_cy_18999362.mp3	hey, avoid, Blaenhonddan, hibernation, doe, dryer, Llangurig, pizza	dev_dup
common_voice_cy_18999363.mp3	I started writing stories.	test_dup
common_voice_cy_18999364.mp3	President of the United States, Bartholomew Roberts, Wales	test_dup
common_voice_cy_18999366.mp3	Can you please confirm your attendance?	dev_dup
common_voice_cy_18999367.mp3	I’m sorry.	dev_dup
common_voice_cy_18999368.mp3	Will you give me the salt, please?	dev_dup
common_voice_cy_18999369.mp3	Where were you born?	dev_dup
common_voice_cy_18992865.mp3	My parents are home from work.	dev_dup
common_voice_cy_18992866.mp3	two-faced, cell division, Ruffydd, Llanuwchllyn, two forms, humpback, to give, gospel	test_dup
common_voice_cy_18992867.mp3	How does this affect you from day to day?	test_dup
common_voice_cy_18992868.mp3	Dafydd Iwan, Dewi Pws Morris, Saint David	dev_dup
common_voice_cy_18992874.mp3	That will be in cinemas in the new year.	dev_dup
common_voice_cy_18992875.mp3	He’s hungover.	test_dup
common_voice_cy_18992876.mp3	Would you mind repeating that?	train_covost
common_voice_cy_18992877.mp3	In an hour.	dev_dup
common_voice_cy_18992878.mp3	It’s cloudy.	test_dup
common_voice_cy_18992894.mp3	There will be a music session in the pub at nine.	dev_dup
common_voice_cy_18992895.mp3	Do you have a car park?	dev_dup
common_voice_cy_18992897.mp3	My cry was answered by the Eisteddfod in the form of bars on the ground.	test_dup
common_voice_cy_18992901.mp3	You haven't told me if I need to bring anything for the big game?	test_dup
common_voice_cy_18992919.mp3	A glass of white wine.	dev_dup
common_voice_cy_18992920.mp3	What happens to the heartbeat as we warm down?	dev_dup
common_voice_cy_18992921.mp3	I went there at half past five, not at four.	dev_dup
common_voice_cy_18992922.mp3	Do you speak Irish?	train
common_voice_cy_18992923.mp3	I need a small one.	test_dup
common_voice_cy_18995847.mp3	I do not intend to be in Cardiff over the holidays.	test_dup
common_voice_cy_18995848.mp3	How many hundreds, tens and units are in the numbers below?	dev_dup
common_voice_cy_18995849.mp3	How are things?	test_dup
common_voice_cy_18995850.mp3	traveler, burden, in, Huws, afternoon, rhythm, great, round fort	test_dup
common_voice_cy_18995851.mp3	Who won?	test_dup
common_voice_cy_17992258.mp3	The road was closed following the incident.	test_covost
common_voice_cy_17992259.mp3	I’ve lost my ticket.	test_covost
common_voice_cy_17992260.mp3	It’s amazing.	dev_dup
common_voice_cy_17992261.mp3	You could go there tomorrow but it depends how nice it is.	test_covost
common_voice_cy_17992262.mp3	I understand you can't hear well but can you see the cup in the corner?	test_covost
common_voice_cy_17992288.mp3	The two are having fun together playing by the lake.	test_covost
common_voice_cy_17992289.mp3	They can sit around the table and have a proper meal.	dev_dup
common_voice_cy_17992290.mp3	Do you have any money left or did he get it all?	dev_dup
common_voice_cy_17992292.mp3	Neither were they willing to say what the sound system was worth.	test_covost
common_voice_cy_17992298.mp3	I don’t understand.	test_covost
common_voice_cy_17992299.mp3	The big problem is that London is too expensive.	test_covost
common_voice_cy_17992300.mp3	Can I speak with Catrin, please?	test_covost
common_voice_cy_17992302.mp3	I'm not sure if you're going to talk as much now.	test_covost
common_voice_cy_17992358.mp3	Their red shirts remain on the rugby pitch after each game.	test_covost
common_voice_cy_17992359.mp3	Here are the Welsh boys for the afternoon game.	test_covost
common_voice_cy_17992360.mp3	The truth was that they weren’t telling lies after all.	dev_dup
common_voice_cy_17992361.mp3	You need to ask what you would like in the restaurant.	test_covost
common_voice_cy_17992362.mp3	Are you getting married or joined in a different way?	test_covost
common_voice_cy_17992373.mp3	Where do people usually come in the food chain?	dev_dup
common_voice_cy_17992374.mp3	I told him off.	dev_dup
common_voice_cy_17992375.mp3	She’s a lovely girl and quite likes going to Sunday school.	dev_dup
common_voice_cy_17992376.mp3	My grandmother is eighty today.	test_covost
common_voice_cy_17992377.mp3	My sisters still live and work in London.	test_covost
common_voice_cy_17984054.mp3	The money will also help provide private and affordable housing.	test_dup
common_voice_cy_17984055.mp3	The truth is, I didn't come before because the food was odd.	test_dup
common_voice_cy_17984056.mp3	I’m an electrician.	dev_dup
common_voice_cy_17984057.mp3	What’s the weather tomorrow?	dev_dup
common_voice_cy_17984067.mp3	How much does a single room cost?	test_dup
common_voice_cy_17984068.mp3	The traffic is heavy in the center of town.	dev_dup
common_voice_cy_17984069.mp3	And this permission was not given without question.	test_dup
common_voice_cy_17984070.mp3	Go straight ahead.	test_dup
common_voice_cy_17984079.mp3	none, but when, look, of course, and when, consider, has been	train_covost
common_voice_cy_17984080.mp3	tungsten, Egypt, athletics, fawkes, bilingual, carnhedryn, calves, everybody	train
common_voice_cy_17984081.mp3	What time will it start?	test_dup
common_voice_cy_17984082.mp3	I prefer football.	dev_dup
common_voice_cy_17984083.mp3	As a main course, may I have lamb.	dev_dup
common_voice_cy_17984166.mp3	I’m a student.	dev_dup
common_voice_cy_17984168.mp3	It is not clear what the structures are or were for.	test_dup
common_voice_cy_17984169.mp3	It was initially described as a secular movement.	dev_dup
common_voice_cy_17984170.mp3	No one travelling on the bus was injured.	dev_dup
common_voice_cy_17984171.mp3	What do they need to ensure safety?	test_dup
common_voice_cy_17984182.mp3	I’m learning German.	dev_dup
common_voice_cy_17984183.mp3	She was certainly not all-present like today.	test_dup
common_voice_cy_17984184.mp3	What is Islam?	dev_dup
common_voice_cy_17984185.mp3	I want to keep a room.	dev_dup
common_voice_cy_17984186.mp3	Ten pounds, please.	dev_dup
common_voice_cy_18115724.mp3	It's true, today is no big deal either.	test_covost
common_voice_cy_18115725.mp3	How many hours will a child work each day?	test_covost
common_voice_cy_18115726.mp3	They are probably together now but I don't believe that.	test_covost
common_voice_cy_18115727.mp3	Here’s my sister holding the baby.	test_covost
common_voice_cy_18115728.mp3	I'm going because it's Christmas Eve and we need to celebrate with the family before the kids go to sleep.	test_covost
common_voice_cy_18115749.mp3	If you’ll want a cup of coffee, will you tell the children to look for me?	dev_dup
common_voice_cy_18115750.mp3	It doesn’t matter, the recording is temporary work.	test_covost
common_voice_cy_18115751.mp3	You are much better since the cold.	test_covost
common_voice_cy_18115752.mp3	It is possible that cars will start moving on their own in the future.	test_covost
common_voice_cy_18115753.mp3	I don’t understand.	test_covost
common_voice_cy_18115776.mp3	She talks about her early life into the microphone she got for Christmas.	dev_dup
common_voice_cy_18115777.mp3	Go back alone to stand in front of the wall.	test_covost
common_voice_cy_18115779.mp3	Does she come from Anglesey because I’m not sure.	dev_dup
common_voice_cy_18115780.mp3	I’m not sure where she plans to go tonight.	test_covost
common_voice_cy_18115781.mp3	She is a good girl who arranges the lesson quickly.	test_covost
common_voice_cy_18115794.mp3	I don't know if you want to sell everything over the whole two weeks.	test_covost
common_voice_cy_18115795.mp3	I’m sorry, I genuinely forgot to go in to the house at the bottom.	test_covost
common_voice_cy_18115796.mp3	No, it's true, William will have to give her the news live.	test_covost
common_voice_cy_18115797.mp3	We need to arrive on time in order for us to see the show.	dev_dup
common_voice_cy_18115798.mp3	When is lunch time in your house out of interest?	dev_dup
common_voice_cy_18115805.mp3	I get on with the job without taking holidays over Christmas.	test_covost
common_voice_cy_18115806.mp3	I'm sure he's the one to marry.	test_covost
common_voice_cy_18115807.mp3	I'm really not sure if your mum should see the pictures before talking to you.	dev_dup
common_voice_cy_19553542.mp3	Traditional and modern elements were combined to create a luxury hotel.	train
common_voice_cy_19553543.mp3	These differences of opinion are reflected in the output of playwrights of the period.	train
common_voice_cy_19553544.mp3	You won’t see it until you come near, as it’s in a dip.	train
common_voice_cy_19553545.mp3	This quote shows its significance at the time.	train
common_voice_cy_19553546.mp3	I saw the lake where Ieuan Gwynedd almost drowned.	train
common_voice_cy_19553547.mp3	The silence still reigned.	train
common_voice_cy_19553548.mp3	Can you collect our pay slip and keep them safe for us.	train
common_voice_cy_19553549.mp3	I’ve finished looking over this for you.	train
common_voice_cy_19553550.mp3	A spring of healthy water sprung from the center of the big mountain.	train
common_voice_cy_19553565.mp3	On one side there was a wooded hill, the other side was the river.	train
common_voice_cy_19553566.mp3	I’m about to set off for Ysbyty Gwynedd.	train
common_voice_cy_19553567.mp3	According to the workers' union, they have not been paid for two months.	train
common_voice_cy_19553568.mp3	I also believe that I have developed good researching skills.	train
common_voice_cy_19553569.mp3	The plane hit a mountain while trying to land at a mountainous airport in northern Spain.	train
common_voice_cy_19553575.mp3	We were now a large family.	train
common_voice_cy_19553576.mp3	My audience will know what to expect from my poems.	train
common_voice_cy_19553577.mp3	No problem about the food and the computer.	train
common_voice_cy_19553578.mp3	I lifted my head as the tears danced down my face.	train
common_voice_cy_19553579.mp3	Thank you very much to both of you for yesterday.	train
common_voice_cy_19553580.mp3	Eventually the men began to come out of the pit with every load.	train
common_voice_cy_19553581.mp3	At the word a young woman came to the door.	train
common_voice_cy_19553582.mp3	You can't, you can't answered the trees quickly.	train
common_voice_cy_19553584.mp3	It is estimated that a low carbon economy could be achieved by the middle of the century.	train
common_voice_cy_19061114.mp3	They killed him when he was only a suspect.	test_covost
common_voice_cy_19061115.mp3	This goes from the old harbor to the foot of the castle.	test_covost
common_voice_cy_19061124.mp3	She has long curly hair.	dev_dup
common_voice_cy_19061127.mp3	She’s pregnant.	test_covost
common_voice_cy_19061138.mp3	And she has a cross section of people working for her.	dev_dup
common_voice_cy_19061140.mp3	Can you give specific examples of the impact of your work?	train_dup
common_voice_cy_19061143.mp3	My cry was answered by the Eisteddfod in the form of bars on the ground.	test_covost
common_voice_cy_19061144.mp3	author, no, was it possible, to come, the old, I have, last, start	test_covost
common_voice_cy_19061147.mp3	I’m going to the pub tonight.	train_dup
common_voice_cy_19062326.mp3	Do you have children?	dev_dup
common_voice_cy_19062327.mp3	What happens to light as it travels through gas atoms?	dev_dup
common_voice_cy_19062329.mp3	What did the plants look like after a week?	test_covost
common_voice_cy_19063031.mp3	Welsh, Richard Elfyn, Rhodri Morgan	test_covost
common_voice_cy_19063032.mp3	How do gasses enter and leave plants?	dev_dup
common_voice_cy_19063034.mp3	Tuesday would be best for dad so I’ll see you then.	dev_dup
common_voice_cy_19063036.mp3	Will it rain tomorrow?	test_covost
common_voice_cy_19063038.mp3	Play dance music	test_covost
common_voice_cy_19063039.mp3	What is biodiversity and how can it be measured?	test_covost
common_voice_cy_19063043.mp3	How do animals look after their teeth?	test_covost
common_voice_cy_19063046.mp3	Harri Morgan, Heather Jones, Heledd Cynwal	test_covost
common_voice_cy_19063048.mp3	How many of the words has she already seen?	dev_dup
common_voice_cy_19063049.mp3	How high can you throw your pancake?	dev_dup
common_voice_cy_19063050.mp3	I don't feel too good.	test_covost
common_voice_cy_18110496.mp3	You were around yesterday walking with them for an hour.	test_covost
common_voice_cy_18110497.mp3	You said we couldn't go swimming Saturday and Sunday because of her hair.	test_covost
common_voice_cy_18110498.mp3	We even have lots of friends from elsewhere.	dev_dup
common_voice_cy_18110499.mp3	Go back alone to stand in front of the wall.	test_covost
common_voice_cy_18110500.mp3	There should be three or four cars available so that's enough for us all to arrive on time.	test_covost
common_voice_cy_18110536.mp3	Are you getting married or joined in a different way?	test_covost
common_voice_cy_18110537.mp3	I have to go fetch the children and drive them to the choir.	dev_dup
common_voice_cy_18110538.mp3	Hope you've paid for it all because you'll be caught otherwise.	test_covost
common_voice_cy_18110539.mp3	You certainly can't see underwater so you need to keep trying.	test_covost
common_voice_cy_18110540.mp3	I’m not sure where she plans to go tonight.	test_covost
common_voice_cy_18110566.mp3	You're not being polite so go back to your rooms.	dev_dup
common_voice_cy_18110567.mp3	I've got a little something to give you for your birthday.	test_covost
common_voice_cy_18110570.mp3	She is a friend of the church that came for the day last year.	dev_dup
common_voice_cy_18110581.mp3	Have you ever remembered such good things?	test_covost
common_voice_cy_18110582.mp3	It’s amazing.	dev_dup
common_voice_cy_18110583.mp3	I want to go back to the house now.	dev_dup
common_voice_cy_18110584.mp3	We needed to go straight away so we took the children home with the letter from school.	test_covost
common_voice_cy_18110585.mp3	It’s likely to be a big fortnight for us before going to the Eisteddfod.	dev_dup
common_voice_cy_18110601.mp3	He needs to be in hospital on time on Tuesday.	dev_dup
common_voice_cy_18110602.mp3	I have to drive often next week but I don't know when exactly?	test_covost
common_voice_cy_18110603.mp3	That was a completely different job in the past.	test_covost
common_voice_cy_18110604.mp3	Good morning, who wants to go to the bathroom first?	dev_dup
common_voice_cy_18110605.mp3	Are you still going to eat the whole thing?!	dev_dup
common_voice_cy_18178797.mp3	The body was found near a Tesco store in the city on Sunday.	test_covost
common_voice_cy_18178798.mp3	We saw Guto over the weekend and he is a good boy to me who can sing.	dev_dup
common_voice_cy_18178799.mp3	I’m not sure where she plans to go tonight.	test_covost
common_voice_cy_18178800.mp3	What is your favorite subject?	dev_dup
common_voice_cy_18178801.mp3	You could go there tomorrow but it depends how nice it is.	test_covost
common_voice_cy_18178802.mp3	It is very easy to make a good cup of tea.	test_covost
common_voice_cy_18178803.mp3	Those would be good for someone for Christmas but nobody thought in time.	dev_dup
common_voice_cy_18178804.mp3	You can drive through this lane safely according to that sign.	test_covost
common_voice_cy_18178805.mp3	She is a good girl who arranges the lesson quickly.	test_covost
common_voice_cy_18178806.mp3	She's with that new doctor today so maybe she'll be late.	test_covost
common_voice_cy_18178807.mp3	Can we keep the toys until Christmas night?	train_dup
common_voice_cy_18178808.mp3	We had to go to supper but I did nothing but talk my wife said.	test_covost
common_voice_cy_18178809.mp3	The Dragons were two goals ahead at the turn, and that’s how it was.	test_covost
common_voice_cy_18178811.mp3	It is necessary to put it all to dry in front of the fire.	test_covost
common_voice_cy_18178812.mp3	Wait a minute.	test_covost
common_voice_cy_18178813.mp3	I have a cat.	test_covost
common_voice_cy_18178814.mp3	I don’t understand.	test_covost
common_voice_cy_18178816.mp3	These are currently theoretical possibilities.	test_covost
common_voice_cy_18178977.mp3	We'll go with her in time, well before it opens to make sure.	dev_dup
common_voice_cy_18178978.mp3	She needs to practice for at least a year and then start thinking about passing the test.	test_covost
common_voice_cy_18178979.mp3	Beuno, trotskyism, pipe, gray stones, fault, peace, axe, rest	test_covost
common_voice_cy_18178980.mp3	Did you arrive half an hour or quarter of an hour late?	test_covost
common_voice_cy_18178981.mp3	The road was closed following the incident.	test_covost
common_voice_cy_18127751.mp3	I will go sometime next week after ten but before twelve o’clock for sure.	test_covost
common_voice_cy_18127752.mp3	He needs to be in hospital on time on Tuesday.	dev_dup
common_voice_cy_18127753.mp3	I'm sure she won't succeed in this.	test_covost
common_voice_cy_18127810.mp3	I'm sure this is her house on the left.	dev_dup
common_voice_cy_18127811.mp3	She is a good girl who arranges the lesson quickly.	test_covost
common_voice_cy_18127812.mp3	My grandmother is eighty today.	test_covost
common_voice_cy_18127813.mp3	Her brother has to drive her to work.	test_covost
common_voice_cy_18127814.mp3	Maybe she’ll go change and then go for a walk alone around the castle.	dev_dup
common_voice_cy_18127825.mp3	I don’t know whether they speak Welsh.	test_covost
common_voice_cy_18127826.mp3	Do you have one or two bottles of water in your car?	dev_dup
common_voice_cy_18127827.mp3	I support Wrexham.	dev_dup
common_voice_cy_18127828.mp3	I didn't know anyone from the company last night so I drank more than usual.	test_covost
common_voice_cy_18127829.mp3	Would you mind taking the dog for a walk?	dev_dup
common_voice_cy_18127846.mp3	The two are having fun together playing by the lake.	test_covost
common_voice_cy_18127849.mp3	You said we couldn't go swimming Saturday and Sunday because of her hair.	test_covost
common_voice_cy_18127851.mp3	Here’s my sister holding the baby.	test_covost
common_voice_cy_18127852.mp3	She's not looking for anyone other than us two.	test_covost
common_voice_cy_18127854.mp3	I don't know if you want to sell everything over the whole two weeks.	test_covost
common_voice_cy_18191094.mp3	It is possible that cars will start moving on their own in the future.	test_covost
common_voice_cy_18191097.mp3	I think you're going to be sick if you don't drink more water.	test_covost
common_voice_cy_18191099.mp3	I ran away without telling her anything about what happened.	test_covost
common_voice_cy_18191102.mp3	I'm tired of everything and feel like going home to my room.	test_covost
common_voice_cy_18191103.mp3	I've won one out of three in total.	test_covost
